patente;tipo;bloqueante;veredicto;fecha_correcta;tiene_la_base;calza;evidencia
BOM-MP-002;calibracion;;ILEGIBLE;;Sun Mar 15;;"No se pudo abrir: Failed to parse URL from /certificaciones/demo/cal_bom_mp_002.pdf"
DCHD-83;analisis_gases;;ILEGIBLE;;Wed Jun 03;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DCHD-83;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Especificaciones Técnicas & Equipamiento | DIMENSIONES (mm) Canter 4T Canter 5T | Largo/Ancho/Alto 6,030 / 2,035 / 2,245 6,750 / 2,035 / 2,245"
DCHD-83;hermeticidad;SI;DECLARA;2026-07-27;Mon Jul 27;NO;"Fecha de vencimiento lunes, 27 de julio de 2026"
DCHD-83;inscripcion_sec;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DCHD-83;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DCHD-83;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Feb 15;si;"FICHA DE MANTENIMIENTO CANTER 7.5 FE85D | MOTOR 4M50 EURO IV | Intervalos de mantenimiento"
DCHD-83;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DCHD-83;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 DC-HD83-5"
DCHD-83;revision_tecnica;SI;ILEGIBLE;;Sat Nov 28;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DCHD-83;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
DCHD-83;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
DCHD-83;tc8_sec;SI;ILEGIBLE;;Wed Mar 06;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;aire_acondicionado;;NO DECLARA;SIN VENCIMIENTO;Tue Aug 08;si;"OPLLADO | Coquimbo, 27 de enero de 2026 EMPRESAS | CERTIFICADO DE MANTENCION DE AIRE"
DJKL-18;analisis_gases;;ILEGIBLE;;Wed Dec 30;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | EMPRESAS Coquimbo, 20 de enero de 2026 | CERTIFICADO DE AUSENCIA DE CODIGOS DE"
DJKL-18;calibracion;;ILEGIBLE;;Wed Aug 18;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;cert_cabina;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;flujo_descarga;;ILEGIBLE;;Wed Aug 18;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;hermeticidad;SI;ILEGIBLE;;Mon Jun 29;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;inscripcion_sec;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Thu Feb 18;si;"MODELO MARCA FECHA EQUIPO FAENA PATENTE | ITEM | 12 10 11 8 7 5 2 1 3"
DJKL-18;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Sat Apr 24;si;"VENTA E INSTALACIÓN DE CRISTALES | AUTOMOTRICES Y MAQUINARIAS PESADA | CERTIFICADO DE LAMINA DE SEGURIDAD"
DJKL-18;mantencion;;NO DECLARA;SIN VENCIMIENTO;Fri Dec 05;si;"Coquimbo, 13 de mayo de 2026 | CERTIFICADO DE MANTENIMIENTO. | Por medio del presente documento se certifica que el equipo que a continuación se"
DJKL-18;operatividad;;NO DECLARA;SIN VENCIMIENTO;Wed Dec 31;si;"OPILLADO | Coquimbo, 20 de enero de 2026 EMPRESAS | CERTIFICADO DE OPERATIVIDAD DEL EQUIPO"
DJKL-18;optico_sobrellenado;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | EMPRESAS Coquimbo, 17 de febrero de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL"
DJKL-18;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 DJ-KL18-7"
DJKL-18;revision_tecnica;SI;ILEGIBLE;;Wed Dec 30;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
DJKL-18;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
DJKL-18;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | EMPRESAS Coquimbo, 20 de enero de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL"
DJKL-18;tc8_sec;SI;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
DJKL-18;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Tue Jul 20;si;"PILLADO | Coquimbo, 20 de enero de 2026 EMPRESAS | CERTIFICADO DE TORQUE"
EST-MP-001;seremi;SI;ILEGIBLE;;Wed Apr 15;;"No se pudo abrir: Failed to parse URL from /certificaciones/demo/seremi_est_mp_001.pdf"
EST-PE-001;sec;SI;ILEGIBLE;;Sun Mar 01;;"No se pudo abrir: Failed to parse URL from /certificaciones/demo/sec_est_pe_001.pdf"
FJTJ-60;aire_acondicionado;;NO DECLARA;SIN VENCIMIENTO;Mon Sep 27;si;"PILLAD0 | EMPRESAS Coquimbo, 26 de marzo de 2026 | CERTIFICADO DE MANTENCION DE"
FJTJ-60;analisis_gases;;ILEGIBLE;;Wed Feb 03;;"No se pudo abrir: Invalid PDF structure."
FJTJ-60;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Fri Nov 20;si;"PILLAD0 | EMPRESAS Coquimbo, 26 de marzo de 2026 | CERTIFICADODE AUSENCIA DE CODIGOS DE"
FJTJ-60;calibracion;;ILEGIBLE;;Sat Jan 30;;"No se pudo abrir: Invalid PDF structure."
FJTJ-60;cert_cabina;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"www.kaufmann.cl | Atego1624 A 4x4 | VENTAS: AV. GLADYS MARÍN 5830. ESTACIÓN CENTRAL - SANTIAGO. TELÉFONO: (02) 2720 2000 - VENTAS: (02) 2720 2842"
FJTJ-60;flujo_descarga;;ILEGIBLE;;Sat Jan 30;;"No se pudo abrir: Invalid PDF structure."
FJTJ-60;hermeticidad;SI;ILEGIBLE;;Thu Apr 01;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;inscripcion_sec;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Wed Mar 31;si;"VITACORA DE NEUMATICOs | EQUIPO KILOMETRAJE 260866 | FECHA 04/03/2026 HOROMETRO"
FJTJ-60;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;mantencion;;NO DECLARA;SIN VENCIMIENTO;Fri Sep 03;si;"PILLAD0 | EMPRESAS Coquimbo, 03 de marzo de 2026 | CERTIFICADODE MANTENIMIENTO."
FJTJ-60;operatividad;;ILEGIBLE;;Thu May 20;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 FJ-TJ60-7"
FJTJ-60;revision_tecnica;SI;ILEGIBLE;;Wed Feb 03;;"No se pudo abrir: Invalid PDF structure."
FJTJ-60;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
FJTJ-60;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
FJTJ-60;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLAD0 | Coquimbo, 21 de octubre de 2025 EMPRESAS | CERTIFICADO DE FUNCIONAMIENTO DEL"
FJTJ-60;tc8_sec;SI;ILEGIBLE;;Wed Mar 06;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-60;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Mon Sep 27;si;"PILLAD0 | EMPRESAS Coquimbo, 27 de marzo de 2026 | CERTIFICADO DE TORQUE"
FJTJ-61;aire_acondicionado;;ILEGIBLE;;Fri Jul 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;analisis_gases;;ILEGIBLE;;Tue Jul 14;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;ausencia_falla_ecm;;ILEGIBLE;;Fri Jul 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;calibracion;;ILEGIBLE;;Fri Jul 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;cert_cabina;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"www.kaufmann.cl | Atego1624 A 4x4 | VENTAS: AV. GLADYS MARÍN 5830. ESTACIÓN CENTRAL - SANTIAGO. TELÉFONO: (02) 2720 2000 - VENTAS: (02) 2720 2842"
FJTJ-61;flujo_descarga;;ILEGIBLE;;Fri Jul 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;hermeticidad;;ILEGIBLE;;Fri Jan 22;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;inscripcion_sec;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;inventario_neumaticos;;ILEGIBLE;;Sat Nov 30;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;mantencion;;ILEGIBLE;;Wed Jul 22;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;operatividad;;ILEGIBLE;;Fri Jul 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;optico_sobrellenado;;ILEGIBLE;;Fri Jul 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 FJ-TJ61-5"
FJTJ-61;revision_tecnica;SI;ILEGIBLE;;Sat Jan 09;;"No se pudo abrir: Invalid PDF structure."
FJTJ-61;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
FJTJ-61;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
FJTJ-61;tacografo;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;tc8_sec;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FJTJ-61;torque_ruedas;;ILEGIBLE;;Tue Dec 10;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;aire_acondicionado;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLAD0 | Coquimbo, 11 de noviembre de 2025 EMPRESAS | CERTIFICADCO DE MANTENCION DE AIRE"
FSLZ-67;analisis_gases;;ILEGIBLE;;Sat Dec 26;;"No se pudo abrir: Invalid PDF structure."
FSLZ-67;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Fri Jun 18;si;"PILLADO | EMPRESAS Coquimbo, 25 de marzo de 2026 | CERTIFICADODE AUSENCIA DE CODIGOS DE"
FSLZ-67;calibracion;;ILEGIBLE;;Tue Dec 22;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;cert_cabina;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;flujo_descarga;;NO DECLARA;SIN VENCIMIENTO;Fri May 07;si;"PILLADO | Coquimbo, 07 de noviembre de 2025 | EMPRESAS"
FSLZ-67;hermeticidad;SI;ILEGIBLE;;Thu Nov 11;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;inscripcion_sec;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;inventario_neumaticos;;ILEGIBLE;;Mon Jun 10;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;mantencion;;ILEGIBLE;;Wed Sep 30;;"No se pudo abrir: Invalid PDF structure."
FSLZ-67;operatividad;;NO DECLARA;SIN VENCIMIENTO;Sun Sep 26;si;"PILLAD0 | Coquimbo, 26 de marzo de 2026 EMPRESAS | CERTIFICADO DE OPERATIVIDAD DEL EQUIPO"
FSLZ-67;optico_sobrellenado;;NO DECLARA;SIN VENCIMIENTO;Sun Sep 26;si;"PILLADO | EMPRESAS Coquimbo, 23 de marzo de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL"
FSLZ-67;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 FS-LZ67-6"
FSLZ-67;revision_tecnica;SI;ILEGIBLE;;Sat Dec 26;;"No se pudo abrir: Invalid PDF structure."
FSLZ-67;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
FSLZ-67;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
FSLZ-67;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PILLADO | EMPRESAS Coquimbo, 25 de marzo de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL"
FSLZ-67;tc8_sec;SI;ILEGIBLE;;Sun Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
FSLZ-67;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Sun Sep 26;si;"PILLAD0 | EMPRESAS Coquimbo, 25 de marzo de 2026 | CERTIFICADO DE TORQUE"
GCHT-12;aire_acondicionado;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;analisis_gases;;ILEGIBLE;;Wed Aug 19;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;ausencia_falla_ecm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"CERTIFICADO | Estimado Cliente | Salinas y Fabres S.A., representante de Mack Trucks, Inc., certifica que el camión descrito en el sucesivo, tiene"
GCHT-12;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"MACK GRANITE GU 813 EURO 5 | GU 813 SX 6x4 T310 | 3,099 4,648 2,997"
GCHT-12;flujo_descarga;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;inventario_neumaticos;;ILEGIBLE;;Thu Oct 03;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Jun 17;si;"PILLAD0 | EMPRESAS Coquimbo, 17diciembre de 2025 | CERTIFICADO DE MANTENIMIENTO."
GCHT-12;operatividad;;ILEGIBLE;;Thu Jun 17;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 GC-HT12-K"
GCHT-12;revision_tecnica;SI;ILEGIBLE;;Wed Aug 19;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
GCHT-12;sist_riego;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
GCHT-12;tacografo;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCHT-12;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;aire_acondicionado;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo 07-04-2023 | CERTIFICADO DE MANTENCION AIRE ACONDICIONADO | Bajo Cero SpA, domiciliada en Colon 352, La Serena. Certifica por medio de este documento q"
GCSY-66;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 04 de mayo de 2026 | CERTIFICADO DE AUSENCIA DE CODIGOS DE | FALLA DEL ECM DEL CAMION."
GCSY-66;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"MONTACARGAS CON MOTOR DE EXPLOSIÓN | 7FG/7FD 3,5 a 5,0 toneladas | Ud. ha de apreciar la diferencia"
GCSY-66;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;inventario_neumaticos;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;mant_hidraulico;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;mantencion;;ILEGIBLE;;Thu Mar 14;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 04 de mayo de 2026 | CERTIFICADO DE OPERATIVIDAD DEL EQUIPO | Pillado y Compañía Limitada, Rut 77.316.540-8, certifica que el siguiente vehículo"
GCSY-66;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 GC-SY66-9"
GCSY-66;revision_tecnica;SI;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GCSY-66;seguro_rc;;DECLARA;2023-02-20;Thu Dec 31;NO;"Tipo Nro. Sec. Vencimiento Situación Valor → 1/10 20-02-2023 PAGADO 1,73"
GCSY-66;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
GDP 30TK;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Models: | GDP/GLP 20,25,30,35 VX | TM Yale Veracitor VX Series 1) Standard Electronic features electronic circuit master cylinder has sealed fluid reservoir"
GDP 30TK;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo 17-03-2022 | CERTIFICADO MANTENCION AIRE ACONDICIONADO | Bajo Cero SpA, domiciliada en Colon 352, La Serena. Certifica por medio de este documento que"
GGHB-32;aire_acondicionado;;ILEGIBLE;;Thu Nov 05;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Mon Aug 24;si;"REVISIONES GUAYACAN SpA | AV. FECHA LÀ CANTERA 1351 | COQUIMBO 24 FERRERO 2026"
GGHB-32;ausencia_falla_ecm;;ILEGIBLE;;Thu Nov 05;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"CERTIFICADO | Estimado Cliente | Salinas y Fabres S.A., representante de Mack Trucks, Inc., certifica que el camión descrito en el sucesivo, tiene"
GGHB-32;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"MACK GRANITE GU 813 EURO 5 | GU 813 P.J.L. 18.0 Allison | 3,099 7,493 2,997"
GGHB-32;grilletes_eslingas;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"GRILLETE LIRA ALTA RESISTENCIA 5/8"" | Cliente: PILLADO Y COMPAÃ‘IA LIMITADA Fecha: | RUT: 77.316.540-8 11-09-2019"
GGHB-32;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Fri Sep 27;si;"VITACORA DE NEUMATICOS | EQUIPO |KILOMETRAJE 115781 | FECHA HOROMETRO 04/03/2026 9441"
GGHB-32;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Scanned by CamScanner"
GGHB-32;mant_hidraulico;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;mantencion;;ILEGIBLE;;Fri Jan 29;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;operatividad;;ILEGIBLE;;Thu May 06;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;padron;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 GG-HB32-9"
GGHB-32;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Mon Aug 24;si;"REVISIONES GUAYACAN SpA | FECHA |AV. LA CANTERA 1351 CöQUIMBO | 24 FEBRERO 2026"
GGHB-32;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
GGHB-32;sist_riego;;ILEGIBLE;;Thu May 06;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
GGHB-32;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
